Recorded;CO;NO2;SO2;NOx;PM_2.5_Lvs;comment
21-06-2020 22:30:00;0.25;20.42;-0.15;31.29;;Data er manuelt kontrolleret
21-06-2020 22:00:00;0.29;22.34;0.15;42.63;;Data er manuelt kontrolleret
21-06-2020 21:30:00;0.24;13.56;-0.12;23.53;;Data er manuelt kontrolleret
21-06-2020 21:00:00;0.23;11.99;-0.23;13.79;;Data er manuelt kontrolleret
21-06-2020 20:30:00;0.27;15.22;-0.12;22.91;;Data er manuelt kontrolleret
21-06-2020 20:00:00;0.31;25.22;0.85;73.46;;Data er manuelt kontrolleret
21-06-2020 19:30:00;0.27;10.24;-0.12;13.79;;Data er manuelt kontrolleret
21-06-2020 19:00:00;0.22;7.02;-0.23;8.88;;Data er manuelt kontrolleret
21-06-2020 18:30:00;0.22;7.09;-0.26;11.13;;Data er manuelt kontrolleret
21-06-2020 18:00:00;0.25;6.8;-0.01;15.15;;Data er manuelt kontrolleret
21-06-2020 17:30:00;0.22;6.56;0.07;8.36;;Data er manuelt kontrolleret
21-06-2020 17:00:00;0.23;9.1;0.15;13.24;;Data er manuelt kontrolleret
21-06-2020 16:30:00;0.24;8.15;0.18;10.61;;Data er manuelt kontrolleret
21-06-2020 16:00:00;0.24;6.95;0.26;10.23;;Data er manuelt kontrolleret
21-06-2020 15:30:00;0.23;7.88;0.12;12.42;;Data er manuelt kontrolleret
21-06-2020 15:00:00;0.23;9.67;0.12;14.13;;Data er manuelt kontrolleret
21-06-2020 14:30:00;0.23;5.86;0.1;8.78;;Data er manuelt kontrolleret
21-06-2020 14:00:00;0.23;7.66;0.13;11.84;;Data er manuelt kontrolleret
21-06-2020 13:30:00;0.23;7.11;0.05;10.11;;Data er manuelt kontrolleret
21-06-2020 13:00:00;0.22;6.75;0.02;9.75;;Data er manuelt kontrolleret
21-06-2020 12:30:00;0.23;7.91;-0.01;11.62;;Data er manuelt kontrolleret
21-06-2020 12:00:00;0.23;9.67;-0.01;15.01;;Data er manuelt kontrolleret
21-06-2020 11:30:00;0.22;6.85;0.05;9.79;;Data er manuelt kontrolleret
21-06-2020 11:00:00;0.21;7.61;0.08;10.87;;Data er manuelt kontrolleret
21-06-2020 10:30:00;0.21;5.78;-0.06;8.04;;Data er manuelt kontrolleret
21-06-2020 10:00:00;0.22;10.51;-0.03;16.26;;Data er manuelt kontrolleret
21-06-2020 09:30:00;0.22;5.6;-0.11;7.42;;Data er manuelt kontrolleret
21-06-2020 09:00:00;0.23;6.22;0;9.07;;Data er manuelt kontrolleret
21-06-2020 08:30:00;0.23;4.88;-0.03;7.08;;Data er manuelt kontrolleret
21-06-2020 08:00:00;0.23;5.34;0.02;8.06;;Data er manuelt kontrolleret
21-06-2020 07:30:00;0.22;5.74;0.05;8.12;;Data er manuelt kontrolleret
21-06-2020 07:00:00;0.22;4.35;-0.08;5.11;;Data er manuelt kontrolleret
21-06-2020 06:30:00;0.22;4.59;-0.16;5.47;;Data er manuelt kontrolleret
21-06-2020 06:00:00;0.23;3.16;-0.11;3.92;;Data er manuelt kontrolleret
21-06-2020 05:30:00;0.23;5.16;-0.11;6.41;;Data er manuelt kontrolleret
21-06-2020 04:30:00;0.22;2.94;-0.19;2.7;;Data er manuelt kontrolleret
21-06-2020 04:00:00;0.22;3.08;-0.14;2.98;;Data er manuelt kontrolleret
21-06-2020 03:30:00;0.23;3.02;-0.08;2.98;;Data er manuelt kontrolleret
21-06-2020 03:00:00;0.23;4.69;-0.08;5.29;;Data er manuelt kontrolleret
21-06-2020 02:30:00;0.23;3.99;-0.11;5.05;;Data er manuelt kontrolleret
21-06-2020 02:00:00;0.23;4.17;-0.13;4.47;;Data er manuelt kontrolleret
21-06-2020 01:30:00;0.24;4.3;-0.05;5.37;;Data er manuelt kontrolleret
21-06-2020 01:00:00;0.24;3.83;-0.13;4.29;;Data er manuelt kontrolleret
21-06-2020 00:30:00;0.23;5.5;-0.05;5.92;;Data er manuelt kontrolleret
21-06-2020 00:00:00;0.23;5.6;0.03;5.92;5.43;Data er manuelt kontrolleret
20-06-2020 23:30:00;0.24;8.32;0.03;9.54;;Data er manuelt kontrolleret
20-06-2020 23:00:00;0.27;8.04;0.03;9.44;;Data er manuelt kontrolleret
20-06-2020 22:30:00;0.24;7.6;-0.02;9.22;;Data er manuelt kontrolleret
20-06-2020 22:00:00;0.25;10.43;0.01;14.49;;Data er manuelt kontrolleret
20-06-2020 21:30:00;0.27;9.62;-0.02;12.18;;Data er manuelt kontrolleret
20-06-2020 21:00:00;0.27;11.52;-0.1;16.16;;Data er manuelt kontrolleret
20-06-2020 20:30:00;0.25;8.03;-0.05;10.65;;Data er manuelt kontrolleret
20-06-2020 20:00:00;0.25;10.77;0.01;13.87;;Data er manuelt kontrolleret
20-06-2020 19:30:00;0.29;11.58;0.07;15.52;;Data er manuelt kontrolleret
20-06-2020 19:00:00;0.27;12.46;0.01;15.8;;Data er manuelt kontrolleret
20-06-2020 18:30:00;0.28;11.21;-0.04;14.41;;Data er manuelt kontrolleret
20-06-2020 18:00:00;0.27;11.19;-0.04;13.93;;Data er manuelt kontrolleret
20-06-2020 17:30:00;0.28;10.93;-0.1;14.41;;Data er manuelt kontrolleret
20-06-2020 17:00:00;0.27;13.15;-0.02;17.37;;Data er manuelt kontrolleret
20-06-2020 16:30:00;0.28;13.04;0.01;16.12;;Data er manuelt kontrolleret
20-06-2020 16:00:00;0.28;14.33;0.88;32.64;;Data er manuelt kontrolleret
20-06-2020 15:30:00;0.27;9.05;0.07;10.73;;Data er manuelt kontrolleret
20-06-2020 15:00:00;0.27;14.34;-0.04;19;;Data er manuelt kontrolleret
20-06-2020 14:30:00;0.31;15.27;0.07;21.77;;Data er manuelt kontrolleret
20-06-2020 14:00:00;0.34;18.98;0.07;27.49;;Data er manuelt kontrolleret
20-06-2020 13:30:00;0.27;11.51;-0.12;15.07;;Data er manuelt kontrolleret
20-06-2020 13:00:00;0.29;14.96;-0.07;20.13;;Data er manuelt kontrolleret
20-06-2020 12:30:00;0.29;16.67;-0.01;22.02;;Data er manuelt kontrolleret
20-06-2020 12:00:00;0.29;14.1;-0.04;19.8;;Data er manuelt kontrolleret
20-06-2020 11:30:00;0.3;19.16;0.29;27.29;;Data er manuelt kontrolleret
20-06-2020 11:00:00;0.29;13.81;-0.04;18.7;;Data er manuelt kontrolleret
20-06-2020 10:30:00;0.31;13.03;0.05;18.84;;Data er manuelt kontrolleret
20-06-2020 10:00:00;0.29;14.72;0.02;20.23;;Data er manuelt kontrolleret
20-06-2020 09:30:00;0.29;13.61;0.05;17.15;;Data er manuelt kontrolleret
20-06-2020 09:00:00;0.29;11.56;-0.01;16.24;;Data er manuelt kontrolleret
20-06-2020 08:30:00;0.28;11.53;0.02;14.73;;Data er manuelt kontrolleret
20-06-2020 08:00:00;0.28;10.12;-0.06;12.16;;Data er manuelt kontrolleret
20-06-2020 07:30:00;0.3;7.85;-0.06;9.46;;Data er manuelt kontrolleret
20-06-2020 07:00:00;0.28;4.86;-0.09;4.49;;Data er manuelt kontrolleret
20-06-2020 06:30:00;0.28;5.93;-0.03;7.11;;Data er manuelt kontrolleret
20-06-2020 06:00:00;0.27;9.32;0.1;11.76;;Data er manuelt kontrolleret
20-06-2020 05:30:00;0.28;7.78;-0.03;8.82;;Data er manuelt kontrolleret
20-06-2020 05:00:00;0.28;8.19;-0.06;9.87;;Data er manuelt kontrolleret
20-06-2020 04:30:00;0.28;5.93;0.02;6.46;;Data er manuelt kontrolleret
20-06-2020 03:30:00;0.28;6.57;-0.03;6.51;;Data er manuelt kontrolleret
20-06-2020 03:00:00;0.28;7.39;0;6.93;;Data er manuelt kontrolleret
20-06-2020 02:30:00;0.28;7.48;0.16;7.67;;Data er manuelt kontrolleret
20-06-2020 02:00:00;0.29;7.9;0.27;8.46;;Data er manuelt kontrolleret
20-06-2020 01:30:00;0.3;7.32;0.62;7.93;;Data er manuelt kontrolleret
20-06-2020 00:30:00;0.38;18.14;0.38;27.39;;Data er manuelt kontrolleret
20-06-2020 00:00:00;0.32;19.74;0.33;35.62;7.6;Data er manuelt kontrolleret
19-06-2020 23:30:00;0.35;41.3;0.38;60.13;;Data er manuelt kontrolleret
19-06-2020 23:00:00;0.41;30.19;0.3;42.24;;Data er manuelt kontrolleret
19-06-2020 22:30:00;0.45;35.57;0.63;55.18;;Data er manuelt kontrolleret
19-06-2020 22:00:00;0.35;;1.33;;;Data er manuelt kontrolleret
19-06-2020 21:30:00;0.45;31.73;0.66;61.42;;Data er manuelt kontrolleret
19-06-2020 21:00:00;0.44;32.88;0.52;52.48;;Data er manuelt kontrolleret
19-06-2020 20:30:00;0.47;34.19;0.68;55;;Data er manuelt kontrolleret
19-06-2020 20:00:00;0.43;35.75;0.76;60.15;;Data er manuelt kontrolleret
19-06-2020 19:30:00;0.43;36.48;1.09;61.68;;Data er manuelt kontrolleret
19-06-2020 19:00:00;0.49;35.54;0.76;57.72;;Data er manuelt kontrolleret
19-06-2020 18:30:00;0.45;28.91;0.69;48.38;;Data er manuelt kontrolleret
19-06-2020 18:00:00;0.42;49.27;1.83;119.47;;Data er manuelt kontrolleret
19-06-2020 17:30:00;0.39;19.32;1.09;59.61;;Data er manuelt kontrolleret
19-06-2020 17:00:00;0.38;23.65;1.2;69.95;;Data er manuelt kontrolleret
19-06-2020 16:30:00;0.41;64.61;2.61;160.39;;Data er manuelt kontrolleret
19-06-2020 16:00:00;0.42;88;3.51;226.11;;Data er manuelt kontrolleret
19-06-2020 15:30:00;0.43;73.41;2.45;138.94;;Data er manuelt kontrolleret
19-06-2020 15:00:00;0.41;73.42;7.17;264.66;;Data er manuelt kontrolleret
19-06-2020 14:30:00;0.41;62.23;3.89;204.48;;Data er manuelt kontrolleret
19-06-2020 14:00:00;0.48;64.46;9.37;215.36;;Data er manuelt kontrolleret
19-06-2020 13:30:00;0.39;73.09;3.62;171.06;;Data er manuelt kontrolleret
19-06-2020 13:00:00;0.34;36.38;2.62;128.18;;Data er manuelt kontrolleret
19-06-2020 12:30:00;0.39;55.82;4.41;166.45;;Data er manuelt kontrolleret
19-06-2020 12:00:00;0.36;54.19;8.07;132.06;;Data er manuelt kontrolleret
19-06-2020 11:30:00;0.41;51.92;5.47;202.99;;Data er manuelt kontrolleret
19-06-2020 11:00:00;0.35;62.01;9.18;148.78;;Data er manuelt kontrolleret
19-06-2020 10:30:00;0.35;64.47;1.81;127.38;;Data er manuelt kontrolleret
19-06-2020 10:00:00;0.36;45.83;2.02;117.54;;Data er manuelt kontrolleret
19-06-2020 09:30:00;0.39;30.14;4.14;198.08;;Data er manuelt kontrolleret
19-06-2020 09:00:00;0.43;42.61;3.27;146.33;;Data er manuelt kontrolleret
19-06-2020 08:30:00;0.54;76.19;7.1;171.26;;Data er manuelt kontrolleret
19-06-2020 08:00:00;0.34;63.34;1.91;129.77;;Data er manuelt kontrolleret
19-06-2020 07:30:00;0.38;35.67;2.19;129.81;;Data er manuelt kontrolleret
19-06-2020 07:00:00;0.42;47.87;1.35;101.98;;Data er manuelt kontrolleret
19-06-2020 06:30:00;0.49;64.75;3.06;181.32;;Data er manuelt kontrolleret
19-06-2020 06:00:00;0.39;29.9;1.89;101.58;;Data er manuelt kontrolleret
19-06-2020 05:30:00;0.42;59.62;2.65;136.85;;Data er manuelt kontrolleret
19-06-2020 04:30:00;0.29;20.69;0.46;31.58;;Data er manuelt kontrolleret
19-06-2020 04:00:00;0.27;27.62;0.46;34.62;;Data er manuelt kontrolleret
19-06-2020 03:30:00;0.31;18.24;0.75;21.24;;Data er manuelt kontrolleret
19-06-2020 03:00:00;0.25;9.5;0.21;9.35;;Data er manuelt kontrolleret
19-06-2020 02:30:00;0.27;9.92;0.1;9.39;;Data er manuelt kontrolleret
19-06-2020 02:00:00;0.27;10.66;0.13;10.43;;Data er manuelt kontrolleret
19-06-2020 01:30:00;0.27;11.03;0.16;11;;Data er manuelt kontrolleret
19-06-2020 01:00:00;0.27;8.53;0.24;8.04;;Data er manuelt kontrolleret
19-06-2020 00:30:00;0.27;9.78;0.16;9.47;;Data er manuelt kontrolleret
19-06-2020 00:00:00;0.25;16.49;0.3;19.07;10.92;Data er manuelt kontrolleret
18-06-2020 23:30:00;0.29;19.45;0.33;25.85;;Data er manuelt kontrolleret
18-06-2020 23:00:00;0.37;28.86;0.57;39.43;;Data er manuelt kontrolleret
18-06-2020 22:30:00;0.38;29.56;0.71;57.24;;Data er manuelt kontrolleret
18-06-2020 22:00:00;0.44;38.78;0.76;64.18;;Data er manuelt kontrolleret
18-06-2020 21:30:00;0.39;17.83;1.25;61.94;;Data er manuelt kontrolleret
18-06-2020 21:00:00;0.43;45.62;1;80.78;;Data er manuelt kontrolleret
18-06-2020 20:30:00;0.44;32.41;1.09;54.84;;Data er manuelt kontrolleret
18-06-2020 20:00:00;0.52;31.77;1.47;63.76;;Data er manuelt kontrolleret
18-06-2020 19:30:00;0.51;27.3;1.49;69.49;;Data er manuelt kontrolleret
18-06-2020 19:00:00;0.38;28.93;0.98;56.27;;Data er manuelt kontrolleret
18-06-2020 18:30:00;0.34;20.77;0.55;35.77;;Data er manuelt kontrolleret
18-06-2020 18:00:00;0.37;54.11;1.42;98.14;;Data er manuelt kontrolleret
18-06-2020 17:30:00;0.34;97.35;3.45;202.49;;Data er manuelt kontrolleret
18-06-2020 17:00:00;0.38;40.58;1.39;90.68;;Data er manuelt kontrolleret
18-06-2020 16:30:00;0.39;89.53;2.37;168.17;;Data er manuelt kontrolleret
18-06-2020 16:00:00;0.42;69.02;2.18;151.46;;Data er manuelt kontrolleret
18-06-2020 15:30:00;0.37;73.81;2.64;170.86;;Data er manuelt kontrolleret
18-06-2020 15:00:00;0.39;61.06;2.02;138.85;;Data er manuelt kontrolleret
18-06-2020 14:30:00;0.36;63.86;3.15;190.02;;Data er manuelt kontrolleret
18-06-2020 14:00:00;0.41;43.35;2.07;120.4;;Data er manuelt kontrolleret
18-06-2020 13:30:00;0.43;33.73;2.86;128.95;;Data er manuelt kontrolleret
18-06-2020 13:00:00;0.51;75.45;4.21;207.7;;Data er manuelt kontrolleret
18-06-2020 12:30:00;0.42;50.46;2.83;135.33;;Data er manuelt kontrolleret
18-06-2020 12:00:00;0.38;33.03;1.37;77.06;;Data er manuelt kontrolleret
18-06-2020 11:30:00;0.45;76.66;2.48;151.63;;Data er manuelt kontrolleret
18-06-2020 11:00:00;0.59;14.56;2.78;107.48;;Data er manuelt kontrolleret
18-06-2020 10:30:00;0.59;57.92;2.94;165.63;;Data er manuelt kontrolleret
18-06-2020 10:00:00;0.55;42.62;1.69;100.86;;Data er manuelt kontrolleret
18-06-2020 09:30:00;0.43;59.73;2.57;148.06;;Data er manuelt kontrolleret
18-06-2020 09:00:00;0.55;45.71;2;115.81;;Data er manuelt kontrolleret
18-06-2020 08:30:00;0.55;30.81;2.54;126.68;;Data er manuelt kontrolleret
18-06-2020 08:00:00;0.42;42.28;2.62;123.92;;Data er manuelt kontrolleret
18-06-2020 07:30:00;0.51;71.24;3.38;162.65;;Data er manuelt kontrolleret
18-06-2020 07:00:00;0.49;28.77;4.6;212.57;;Data er manuelt kontrolleret
18-06-2020 06:30:00;1.25;87.74;5.37;243.1;;Data er manuelt kontrolleret
18-06-2020 06:00:00;0.51;56.9;3.19;159.19;;Data er manuelt kontrolleret
18-06-2020 05:30:00;0.42;46.14;1.51;93.6;;Data er manuelt kontrolleret
18-06-2020 05:00:00;0.39;54.69;1.46;114.65;;Data er manuelt kontrolleret
18-06-2020 04:30:00;0.34;47.38;1.18;92.01;;Data er manuelt kontrolleret
18-06-2020 03:30:00;0.28;16.65;0.43;21.38;;Data er manuelt kontrolleret
18-06-2020 03:00:00;0.27;12.54;0.18;13.26;;Data er manuelt kontrolleret
18-06-2020 02:30:00;0.28;12.81;0.18;14.97;;Data er manuelt kontrolleret
18-06-2020 02:00:00;0.29;37.36;0.21;39.88;;Data er manuelt kontrolleret
18-06-2020 01:30:00;0.28;20.03;0.13;20.66;;Data er manuelt kontrolleret
18-06-2020 01:00:00;0.27;15.4;0.32;16.13;;Data er manuelt kontrolleret
18-06-2020 00:30:00;0.28;12.04;0.1;13.16;;Data er manuelt kontrolleret
18-06-2020 00:00:00;0.3;19.98;0.18;24.72;9.46;Data er manuelt kontrolleret
17-06-2020 23:30:00;0.3;18.22;0.67;39.17;;Data er manuelt kontrolleret
17-06-2020 23:00:00;0.37;37.89;0.62;53.26;;Data er manuelt kontrolleret
17-06-2020 22:30:00;0.34;17.69;0.38;28.01;;Data er manuelt kontrolleret
17-06-2020 22:00:00;0.37;19.7;0.57;34.89;;Data er manuelt kontrolleret
17-06-2020 21:30:00;0.36;25.21;0.51;39.62;;Data er manuelt kontrolleret
17-06-2020 21:00:00;0.39;22.05;0.65;38.37;;Data er manuelt kontrolleret
17-06-2020 20:30:00;0.35;20.41;0.57;37.44;;Data er manuelt kontrolleret
17-06-2020 20:00:00;0.31;24.9;0.71;44.65;;Data er manuelt kontrolleret
17-06-2020 19:30:00;0.38;26.89;-0.3;45.03;;Data er manuelt kontrolleret
17-06-2020 19:00:00;0.38;37.56;0.6;69.56;;Data er manuelt kontrolleret
17-06-2020 18:30:00;0.37;21.98;0.79;48.19;;Data er manuelt kontrolleret
17-06-2020 18:00:00;0.47;67.86;1.85;118.01;;Data er manuelt kontrolleret
17-06-2020 17:30:00;0.37;39.5;1.33;68.07;;Data er manuelt kontrolleret
17-06-2020 17:00:00;0.45;56.96;1.69;118.29;;Data er manuelt kontrolleret
17-06-2020 16:30:00;0.41;44.17;1.28;87.12;;Data er manuelt kontrolleret
17-06-2020 16:00:00;0.42;30.08;3.32;135.49;;Data er manuelt kontrolleret
17-06-2020 15:30:00;0.45;67.37;7.28;236.84;;Data er manuelt kontrolleret
17-06-2020 15:00:00;0.47;71.03;3.18;191.11;;Data er manuelt kontrolleret
17-06-2020 14:30:00;0.37;23.97;1.71;80.66;;Data er manuelt kontrolleret
17-06-2020 14:00:00;0.48;9.76;4.24;224.04;;Data er manuelt kontrolleret
17-06-2020 13:30:00;0.47;50.94;2.23;148.39;;Data er manuelt kontrolleret
17-06-2020 13:00:00;0.43;40.56;1.93;103.17;;Data er manuelt kontrolleret
17-06-2020 12:30:00;0.56;88.44;2.86;165.11;;Data er manuelt kontrolleret
17-06-2020 12:00:00;0.55;26.82;1.93;92.35;;Data er manuelt kontrolleret
17-06-2020 11:30:00;0.85;36.61;2.26;121.46;;Data er manuelt kontrolleret
17-06-2020 11:00:00;0.59;75.98;3.65;193.41;;Data er manuelt kontrolleret
17-06-2020 10:30:00;0.63;46.67;3.24;121.32;;Data er manuelt kontrolleret
17-06-2020 10:00:00;0.52;69.06;7.91;184.06;;Data er manuelt kontrolleret
17-06-2020 09:30:00;0.51;81.53;13.56;191.67;;Data er manuelt kontrolleret
17-06-2020 09:00:00;0.57;62.6;13.39;131.87;;Data er manuelt kontrolleret
17-06-2020 08:30:00;0.52;89.03;17.23;183.21;;Data er manuelt kontrolleret
17-06-2020 08:00:00;0.43;;16.03;;;Data er manuelt kontrolleret
17-06-2020 07:30:00;0.45;61.1;2.67;161.46;;Data er manuelt kontrolleret
17-06-2020 07:00:00;0.45;63.45;1.8;127.68;;Data er manuelt kontrolleret
17-06-2020 06:30:00;0.61;132.79;4.52;310.51;;Data er manuelt kontrolleret
17-06-2020 05:30:00;0.45;65.67;2.54;158.88;;Data er manuelt kontrolleret
17-06-2020 05:00:00;0.42;48;3.19;166.05;;Data er manuelt kontrolleret
17-06-2020 04:30:00;0.39;50.44;1.53;96.56;;Data er manuelt kontrolleret
17-06-2020 04:00:00;0.28;47.26;0.67;61.45;;Data er manuelt kontrolleret
17-06-2020 03:30:00;0.29;68.39;1.02;104.5;;Data er manuelt kontrolleret
17-06-2020 03:00:00;0.28;31.24;0.51;33.58;;Data er manuelt kontrolleret
17-06-2020 02:30:00;0.27;18.2;0.48;18.53;;Data er manuelt kontrolleret
17-06-2020 02:00:00;0.25;11.27;0.4;11.54;;Data er manuelt kontrolleret
17-06-2020 01:30:00;0.27;10.35;0.64;10.09;;Data er manuelt kontrolleret
17-06-2020 01:00:00;0.27;15.02;0.7;15.25;;Data er manuelt kontrolleret
17-06-2020 00:30:00;0.29;18.51;0.51;19.3;;Data er manuelt kontrolleret
17-06-2020 00:00:00;0.27;14.46;0.97;15.49;11.75;Data er manuelt kontrolleret
16-06-2020 23:30:00;0.32;32.72;1.49;46.49;;Data er manuelt kontrolleret
16-06-2020 23:00:00;0.31;22.8;0.45;32.31;;Data er manuelt kontrolleret
16-06-2020 22:30:00;0.3;20.42;0.32;21.23;;Data er manuelt kontrolleret
16-06-2020 22:00:00;0.31;18.84;0.43;20.67;;Data er manuelt kontrolleret
16-06-2020 21:30:00;0.31;18.41;0.27;20.12;;Data er manuelt kontrolleret
16-06-2020 21:00:00;0.31;19.82;0.37;21.57;;Data er manuelt kontrolleret
16-06-2020 20:30:00;0.32;13.01;0.35;12.65;;Data er manuelt kontrolleret
16-06-2020 20:00:00;0.32;17.18;0.54;21.51;;Data er manuelt kontrolleret
16-06-2020 19:30:00;0.31;13.66;0.54;15.41;;Data er manuelt kontrolleret
16-06-2020 19:00:00;0.41;23.32;0.59;28.83;;Data er manuelt kontrolleret
16-06-2020 18:30:00;0.37;15.96;0.73;18.51;;Data er manuelt kontrolleret
16-06-2020 18:00:00;0.32;15.64;0.68;19.86;;Data er manuelt kontrolleret
16-06-2020 17:30:00;0.32;14.55;0.76;17.47;;Data er manuelt kontrolleret
16-06-2020 17:00:00;0.3;16.09;0.65;20.55;;Data er manuelt kontrolleret
16-06-2020 16:30:00;0.28;16.52;0.65;23.43;;Data er manuelt kontrolleret
16-06-2020 16:00:00;0.27;22.14;0.65;34.06;;Data er manuelt kontrolleret
16-06-2020 15:30:00;0.28;18.91;0.62;32.25;;Data er manuelt kontrolleret
16-06-2020 15:00:00;0.3;30;0.79;47.44;;Data er manuelt kontrolleret
16-06-2020 14:30:00;0.25;26.79;0.84;42.71;;Data er manuelt kontrolleret
16-06-2020 14:00:00;0.25;19.28;0.68;30.32;;Data er manuelt kontrolleret
16-06-2020 13:30:00;0.24;20.35;0.65;31.85;;Data er manuelt kontrolleret
16-06-2020 13:00:00;0.24;22.44;0.65;38.64;;Data er manuelt kontrolleret
16-06-2020 12:30:00;0.23;12.8;0.41;19.99;;Data er manuelt kontrolleret
16-06-2020 12:00:00;0.23;31.29;0.52;38.27;;Data er manuelt kontrolleret
16-06-2020 11:30:00;0.24;21.78;0.6;33.74;;Data er manuelt kontrolleret
16-06-2020 11:00:00;0.24;17.18;0.49;26.73;;Data er manuelt kontrolleret
16-06-2020 10:30:00;0.25;13.18;0.44;18.94;;Data er manuelt kontrolleret
16-06-2020 10:00:00;0.24;22.99;0.68;39.58;;Data er manuelt kontrolleret
16-06-2020 09:30:00;0.24;24.89;0.74;38.8;;Data er manuelt kontrolleret
16-06-2020 09:00:00;0.27;28.23;1.04;49.78;;Data er manuelt kontrolleret
16-06-2020 08:30:00;0.27;54.68;1.8;71.81;;Data er manuelt kontrolleret
16-06-2020 08:00:00;0.25;28.42;1.48;48.35;;Data er manuelt kontrolleret
16-06-2020 07:30:00;0.25;23.11;0.99;42.73;;Data er manuelt kontrolleret
16-06-2020 07:00:00;0.27;19.82;0.17;30.32;;Data er manuelt kontrolleret
16-06-2020 06:30:00;0.34;40.77;1.5;83.33;;Data er manuelt kontrolleret
16-06-2020 06:00:00;0.37;46;1.39;77.88;;Data er manuelt kontrolleret
16-06-2020 05:30:00;0.36;32.21;0.8;46.82;;Data er manuelt kontrolleret
16-06-2020 04:30:00;0.3;29.37;0.85;39.48;;Data er manuelt kontrolleret
16-06-2020 04:00:00;0.28;24.38;0.53;26.55;;Data er manuelt kontrolleret
16-06-2020 03:30:00;0.28;24.78;0.74;25.81;;Data er manuelt kontrolleret
16-06-2020 02:30:00;0.28;20.75;0.42;20.83;;Data er manuelt kontrolleret
16-06-2020 02:00:00;0.27;14.52;0.26;14.87;;Data er manuelt kontrolleret
16-06-2020 01:30:00;0.27;10.9;0.31;10.68;;Data er manuelt kontrolleret
16-06-2020 01:00:00;0.27;16.28;0.37;16.62;;Data er manuelt kontrolleret
16-06-2020 00:30:00;0.27;18.17;0.29;17.99;;Data er manuelt kontrolleret
16-06-2020 00:00:00;0.25;12.59;0.42;12.88;10.46;Data er manuelt kontrolleret
15-06-2020 23:30:00;0.27;10.44;0.34;10.32;;Data er manuelt kontrolleret
15-06-2020 23:00:00;0.29;15.34;0.37;17.15;;Data er manuelt kontrolleret
15-06-2020 22:30:00;0.27;15.03;0.4;16.14;;Data er manuelt kontrolleret
15-06-2020 22:00:00;0.3;17.08;0.48;20.59;;Data er manuelt kontrolleret
15-06-2020 21:30:00;0.29;15.55;0.45;19.04;;Data er manuelt kontrolleret
15-06-2020 21:00:00;0.29;22.05;0.73;28.61;;Data er manuelt kontrolleret
15-06-2020 20:30:00;0.36;50.81;1.27;63.07;;Data er manuelt kontrolleret
15-06-2020 20:00:00;0.36;29;0.92;42.06;;Data er manuelt kontrolleret
15-06-2020 19:30:00;0.32;25.66;0.94;34.75;;Data er manuelt kontrolleret
15-06-2020 19:00:00;0.31;21.76;1.79;27.34;;Data er manuelt kontrolleret
15-06-2020 18:30:00;0.42;44.78;7.63;68.93;;Data er manuelt kontrolleret
15-06-2020 18:00:00;0.41;91.44;7.74;142.33;;Data er manuelt kontrolleret
15-06-2020 17:30:00;0.39;53.31;11.25;141.37;;Data er manuelt kontrolleret
15-06-2020 17:00:00;0.43;42.14;2.63;76.19;;Data er manuelt kontrolleret
15-06-2020 16:30:00;0.44;99.57;9.72;225.08;;Data er manuelt kontrolleret
15-06-2020 16:00:00;0.37;99.58;6.82;235.89;;Data er manuelt kontrolleret
15-06-2020 15:30:00;0.36;61.35;5.22;155.4;;Data er manuelt kontrolleret
15-06-2020 15:00:00;0.44;20.72;4.78;191.1;;Data er manuelt kontrolleret
15-06-2020 14:30:00;0.55;15.76;6.06;251.58;;Data er manuelt kontrolleret
15-06-2020 14:00:00;0.38;38.15;6.55;232.69;;Data er manuelt kontrolleret
15-06-2020 13:30:00;0.39;52.56;5.03;144.53;;Data er manuelt kontrolleret
15-06-2020 13:00:00;0.46;89.92;6.55;189.75;;Data er manuelt kontrolleret
15-06-2020 12:30:00;0.44;98.22;4.43;219.13;;Data er manuelt kontrolleret
15-06-2020 12:00:00;0.49;55.5;10.03;147.11;;Data er manuelt kontrolleret
15-06-2020 11:30:00;0.37;57.06;2.66;112.77;;Data er manuelt kontrolleret
15-06-2020 11:00:00;0.39;46.02;4.87;158.95;;Data er manuelt kontrolleret
15-06-2020 10:30:00;0.49;54.4;6.01;109.14;;Data er manuelt kontrolleret
15-06-2020 10:00:00;0.48;62.71;10.82;143.64;;Data er manuelt kontrolleret
15-06-2020 09:30:00;0.49;75;7.83;196.58;;Data er manuelt kontrolleret
15-06-2020 09:00:00;0.31;23.25;0.87;42.63;;Data er manuelt kontrolleret
15-06-2020 08:30:00;0.29;22.61;1.09;47.87;;Data er manuelt kontrolleret
15-06-2020 08:00:00;0.28;28.15;0.98;52.32;;Data er manuelt kontrolleret
15-06-2020 07:30:00;0.28;20.38;0.95;38.32;;Data er manuelt kontrolleret
15-06-2020 07:00:00;0.32;26.95;0.85;49.78;;Data er manuelt kontrolleret
15-06-2020 06:30:00;0.33;24.39;0.85;47.18;;Data er manuelt kontrolleret
15-06-2020 06:00:00;0.3;15.49;0.41;24.72;;Data er manuelt kontrolleret
15-06-2020 05:30:00;0.29;19.93;0.66;26.6;;Data er manuelt kontrolleret
15-06-2020 05:00:00;0.29;10.66;0.33;15.68;;Data er manuelt kontrolleret
